year	qe_score	anchor_sim	twi	english
2022	0.9888	0.3652	Yei yɛ adwene foforɔ koraa a Ghana Aban de puee edwa a ɔnam so bɛma mmeranteɛ ne mmabaawa a wɔawie asuapɔn no bɛnya adwuma ayɛ wɔ ankorankorɛ anaa Aban nnwuma mu na wɔaboa de wɔn nimdeɛ apɛ asetenam ɔhaw ahodoɔ nnannuaguberɛ, na yei aboa wɔn ma wɔanya osuahunu a ɛbɛboa Ɔman sikasɛm mpontuo.	Certain amount also known as NABCO is an initiative introduced by the Government of Ghana to provide jobs to unemployed university graduates to solve various social problems in both the private and public sectors and build their skills to promote economic growth in the country.
2022	0.9883	0.1918	Kutawonsa da a ɛtɔ so Nkron wɔ afe 2021 mu no, yɛpaa Pokuase lɔre ɛkwan abɔnta nsamsoɔ ho dwumadie a abɔntanan nsamsoɔ, lɔre akwan bi a wɔahyɛda ayiyi ato hɔ kwansini dummienu, beaeɛ a ɔmanfoɔ fa so wɔ lɔrekwan ho, ɛtwene a nnipa fa so, ɛtwene a nnipa fa aseɛ ne suka ahodoɔ ka ho no ho ntoma.	The Pokuase Interchange Project comprising the construction of a 4-tier interchange, 12km of selected roads, segregated walkways, footbridges, th underpasses and drainage structures was completed and commissioned on 9 July, 2021.
2022	0.9878	0.4517	Tono afuo-so-nsuguguo dwumadie wɔ Navorongo	Rehabilitation of Tono Irrigation Project, Navorongo
2022	0.9873	0.3537	Yei enti, Aban nhyehyɛeɛ a ɔbɛtu ho anammɔn no bɛyɛ deɛ ɛbɛboa mmabunu, nam so ahunu adom akyɛdeɛ a wɔwɔ na yɛaboa ama obiara anya akwannya de adi dwuma sɛdeɛ ɛbɛboa ama ahonya aba ama obiara.	Government policies will, therefore, be geared towards supporting the youth to exploit their talents and unleash their potential to ensure prosperity through equal opportunity for all.
2022	0.9873	0.1983	Ankorankorɛ nnwuma nso faa nnipa dodoɔ mpem dunwɔtwe (18,000.)	The private sector also engaged about 18,000 persons.
2022	0.9868	0.6933	COVID-19 yadeɛ kontonkurowi ho nsunsuansoɔ bɔne no aka ewiase ɔman biara sikasɛm a Ghanaman ka ho bi.	The devastating impact of the COVID-19 pandemic has been felt by all economies, including Ghana.
2022	0.9868	0.2075	Ne saa enti, Aban de ewiem nsakraeɛ ho nhyehyɛeɛ ahodoɔ agu akwan mu a ɛbɛboa kankorɔ, sikasɛm mu mpontuo, adwumanya ne nnipa mu nyiyimu ano abrɛ ase.	In this regard, Government has put in place climate change interventions to leverage the drive towards a green transition in a manner that promotes sustainable growth, financial and fiscal stability, increased employment, and reduced inequality.
2022	0.9854	0.7681	1D1F Tomato ho afididwuma a ɛwɔ Domfete wɔ Berekum Atɔeɛ	Tomato Processing Factory at Domfete, Berekum west under 1D1F
2022	0.9854	0.2162	Yeinom yɛ sika ho mmoa ahodoɔ a Mpontuo mu Aboafoɔ de boa Aban a ɛnyɛ adeɛ a Aban bɛtua.	These are types of financial assistance given to Government by development partners and for which Government does not have to be pay back.
2022	0.9849	0.2815	Dwuma A Yɛde Sika Diiɛ 6. Ɛbɔ bosome kɔɔ awieeɛ wɔ afe 2021 mu no, na Sika dodoɔ a Aban de adi dwuma (a ɛka a yɛatua ka ho bi) no aduru Ghana sika sidi ɔpepepem aduɔwɔtwe ne ɔpepem aduoson baako (GH¢80.71 billion) a ɛyɛ ɔman yi mu adwadeɛ mu ɔha mu nkyɛmu dunwɔtwe ne akyire pɔ ɛnan (18.4% of GDP) a wode toto dwumadie mu nsakraeɛ a yɛyɛɛ no ho a, na ɛsɛ sɛ anka yɛde Ghana sika sidi ɔpepepem aduɔwɔtwe mmiɛnsa ne ɔpepem aduɔwɔtwe nkron (GH¢83.89 billion) a ɛyɛ ɔman yi mu adwadeɛ mu ɔha mu nkyɛmu dunkron ne akyire pɔ baako (19.1% of GDP) na ɛdi dwuma.	Total Government Expenditures (including arrears clearance) as at end September 2021 amounted to GH¢80.71 billion (18.40 of GDP) against the revised target of GH¢83.89 billion (19.10 of GDP).
2022	0.9849	0.7080	"Ɛsiane dwumadie a wɔnam so de rema ɔmanfoɔ a wɔwɔ ahoɔden anya adwuma ayɛ (Ghana Productive Safety Net - GPSNP) no enti, Aban gyinaa ""Kuayɛ mu Nnɔbaeɛ a yɛde kɔ Amannɔne kɔtɔn ne Nkuraaseɛ Mpontuo Dwumadie (Planting for Export and Rural Development (PERD) Programme) no so kyekyɛɛ nnɔbaeɛ a yɛtɔn nya mu sika ho nnua nketewa dodoɔ ɔpepem nson ne mpem ahankron (7.9 million cash crop seedlings) maa akuafoɔ."	Under the Ghana Productive Safety Net Project (GPSNP), Government distributed a total of 7.9 million cash crop seedlings to farmers under the “Planting for Export and Rural Development” (PERD) Programme.
2022	0.9844	0.7212	"Dwumadie a wɔfrɛ no ""Enable Youth 1D1F mu no, nnwuma ahanu aduɔson nwɔtwe (278 projects) mu aduonum nwɔtwe (58 projects) yɛ mmabunu akuo a Aban aboaboa wɔn ano no dea na yɛataa wɔn akyi aboa wɔn sika fam sɛ wɔmfa mmue wɔn ankasa mfidinnwuma a ɛdi mu pa ara."	Under the Enable Youth 1D1F Initiative, 58 of the 278 projects are fully-owned by youth groups mobilised by Government and supported with seed funding to establish their own state-of-the-art agro-processing factories.
2022	0.9839	0.4452	Ɔman Kwaeɛ mu Nnua Nhyɛananmu Dwumadie (National Afforestation Programme -NAP) no maa akwannya ma wɔfaa nnipa dodoɔ mpem aduɔson mmienu (72,000 persons) adwumam.	The National Afforestation Programme (NAP) provided an opportunity to engage a total of 72,000 persons exceeding the target of 60,000 to assist in various areas of planting activities.
2022	0.9834	0.6819	Yɛgyina Mmabunu Kwaeɛm Nnua Nhyɛananmu Dwumadie (Youth in Afforestation Programme) no so faa nnipa no mu dodoɔ mpem aduasa enum (35,000) ɛnna yɛgyinaa deɛ wɔato edin sɛ Modified Taungya System (MTS) no so faa nnipa no mu dodoɔ mpem Dunson (17,000) ɛnna afei yɛgyinaa dwumadie a wɔfa nnipa ma wɔgu aba so faa nnipa mpem mmienu (2,000).	These included 35,000 persons under the Youth in Afforestation Programme, 17,000 persons under the Modified Taungya System (MTS) and 2,000 persons in seedling production.
2022	0.9829	0.2417	Afe 2022 mu no, Mmabunu Adwumanya Adwumakuo no (YEA) no ne wɔn a wɔanya adwuma dodoɔ mpem ɔha ne nsia (106,000 beneficiaries) wɔ 1D1F mu no bɛnya nsawɔsodie.	In 2022, the YEA will engage 106,000 beneficiaries.
2022	0.9829	0.2939	Nhwɛsoɔ ne sɛ, abusua bi bɛtumi ayɛ sikasɛm nhyehyɛeɛ nam so akyerɛ sika dodoɔ a wɔwɔ ne nneɛma ahodoɔ a ɛhia sɛ wɔde sika no yɛ no nnidisoɔ nnidisoɔ.	For instance, a family can draw up a budget that will show how much money is available and how it should be prioritised for spending (for example, rent, utilities and food).
2022	0.9824	0.9390	No part of this publication may be stored in a retrieval system or transmitted in any or by any means, electronic, mechanical, photocopying, recording or otherwise without the prior written permission of the Ministry of Finance	No part of this publication may be stored in a retrieval system or transmitted in any or by any means, electronic, mechanical, photocopying, recording or otherwise without the prior written permission of the Ministry of Finance
2022	0.9795	0.3374	Sika dodoɔ a Aban nyaa no wɔ ɔman yi mu no kɔduruu ɔpepepem aduonu ne ɔpepem aduasa nkron (GH¢20.39 billion) a ɛyɛ ɔman yi mu adwadeɛ ɔha mu nkyɛmu aduosia ne akyire pɔ mmienu (60.2% of GDP) na sika a Aban nya firii amannɔne nso kɔduruu ɔpepepem dumiɛnsa ne ɔpepem aduanan nson (GH¢13.47 billion) a ɛyɛ ɔman yi mu adwadeɛ ɔha mu	Total Domestic Financing amounted to GH¢20.39 billion, while Foreign financing amounted to GH¢13.47 billion, constituting 60.2 percent and 39.8 percent of the total, respectively.
2022	0.9795	0.4020	Yɛgyinaa Nnwumakuo a wɔdi dwuma wɔ beaeɛ pɔtee bi a wɔmma wɔnntua ɛtoɔ nhyehyɛeɛ so (Free Zones enterprises) maa nnipa ahodoɔ mpem aduasa, ɔha ne duɔwɔtwe nkron (30,189 persons) nyaa adwuma yɛɛ wɔ adwadeɛyɔ nkorabata (manufacturing sector) no mu.	” 43. Under Free zones enterprises, a total of 30,189 jobs were created, mainly in the manufacturing sector.
2022	0.9795	0.6662	Ɛka ahodoɔ a Aban de no yɛ sika a ɛsɛ sɛ Asoɛeɛ a Ɛhwɛ Sikasɛm so no tua ma Aban Nnwuma ahodoɔ no ɛnna afei, ɛka ɛda hɔ firi afe 2016 mu a mmara hyɛ sɛ ɛsɛ sɛ Aban tua gu Mmara ho Fotoɔ ahodoɔ mu.	The outstanding obligations comprise MDA commitments with the Ministry of Finance as well as outstanding 2016 payments to Statutory Funds.
2022	0.9790	0.3142	Yei yɛ ɛtoɔ bi a yɛde to adwadeɛ ahodoɔ so wɔ adwadeɛyɛ mpɛmpɛnsoɔ biara mu.	The tax levied as value is added to goods and services At each stage of production.
2022	0.9785	0.3771	Yei yɛ sika mu mmoa bi a Aban de ma ɔman mma ma ɛyi adesoa kakra firi wɔn so ma wɔn kɔn mu dwo wɔn.	This is a financial relief given by government to citizens to reduce the burden on them .
2022	0.9780	0.3850	Afe 2022 Sikasɛm Nhyehyɛeɛ yi ho hia pa ara wɔ anammɔn a yɛretu asane akɔ yɛn dada mu a yɛrente nsane yɛn akyi bio no mu, na yɛanya nsakraeɛ pa a ɛbɛma yɛaduru yɛn anisoadehunu sɛ Ghana bɛduru mpɛmpɛnsoɔ a yɛrenhia mmoa (Ghana Beyond Aid) no ho.	85. 2022 Budget is crucial for our sustained recovery and transformation to a The prosperous Ghana Beyond Aid.
2022	0.9780	0.9695	© 2021. All rights reserved.	© 2021. All rights reserved.
2022	0.9775	0.1617	Saa nnwumakuo yi mu biara wɔ nnipa dodoɔ bɛyɛ aduanan kɔsi aduanan nwɔtwe a wɔde wɔn sika ahyɛ nnwuma no mu.	Each of these companies has between 40 and 48 individuals as shareholders.
2022	0.9766	0.6665	"Beaeɛ a wɔfrɛ no ""The Job Centre-, a ɛyɛ ntamgyinafoɔ ma wɔn a wɔrepɛ adwuma ne nnwumakuo no boa maa nnipa dodoɔ apem baako, ɔha ne aduɔwɔtwe enum (1,185 persons) nyaa adwuma."	“The Job Centre”, which links job seekers to potential employers, enabled 1,185 persons to gain employment.
2022	0.9766	0.6289	"Aban nwomasua nhyehyɛeɛ a ɛne ""Fa-me-kwa Ntoasoɔ Sukuukorɔ- no mu no, yɛfaa adesuafoɔ afoforɔ dodoɔ mpem ahanan aduonu enum ne aduosia baako (425,061 first-year students) nam so maa wɔn nyinaa dodoɔ kɔsii ɔpepem baako mpem ahanu aduosia baako, ahanan ne aduɔkron enum (1,261,495 students)."	Under Government's Flagship Free SHS programme, 425,061 first-year students were enrolled bringing the total intake to 1,261,495 students.
2022	0.9761	0.3699	Nkutahodie dodoɔ a akɔ so wɔ Aban ne akuhodoɔ a mmabunu ne nwomasua akuhodoɔ ka ho bie ntam enti no, afe 2022 yi mu no, Aban bɛgyina Ghana COVID-19 Asetɔre ne Ankorankorɛ Nnwuma mu Nkanyan ho mmoa (GhanaCARES) dwumadie no so afiri aseɛ atu nhyehyɛeɛ a ne edin de YouStart no ase, afa so de sikabotene a ano boɔ som ɔpepepem baako (Ghc 1.0 billion) nam so de abuebue nnwuma dodoɔ ɔpepem baako wɔ mfeɛ mmiɛnsa ntam.	Following extensive consultation with stakeholders, including youth associations and educational institutions, Government in 2022 will implement the YouStart Initiative as a vehicle to use GH¢1.0 billion to create 1 million jobs in 3 years under the GhanaCARES programme.
2022	0.9756	0.3947	"Ɛsiane Aban dwumadie a wato edin sɛ ""Water for All- a yɛnam so bɛma obiara anya nsuo no enti, yɛahyɛ nsuo ho dwumadie ahodoɔ ase a emu biara aduru mpɛmpɛnsoɔ pɔtee bi."	As part of Government's “water for All” programme, several water systems have been initiated and are at various stages of completion.
2022	0.9736	0.2000	Mmabunu adwumanya ne nsaanodwuma ho ɔhaw anosie 28. Sɛdeɛ ɛbɛyɛ na yɛbɛtumi asi mmabunu adwumayɛ ne nsaanodwuma ho ɔhaw ano enti, Aban nam dwumadie ahodoɔ sɛ ebia NEIP, NABCO, Ɔman nnuadua dwumadie ne NBSSI (a seesei wɔfrɛ no GEA) no so abuebue nnwuma ho akwannya ato hɔ ama mmabunu ne nnwuma nketewa ne adantam (SMEs).	To help address the youth unemployment and skills challenge, Government through special programmes such as NEIP, NABCO, National Afforestation and NBSSI (now GEA), has created significant job opportunities for the youth and SMEs.
2022	0.9736	0.3576	"Saa nhyehyɛeɛ yi botaeɛ foforɔ ne sɛ ɛbɛma yɛatumi aduru Amanaman Nkabom Ekuo nhyehyɛeɛ a wɔato edin ""Agenda 2030- (SDGs) ne Abibirem Nkabom Botaeɛ a wɔato edin ""Africa Union Agenda 2063- no ho."	This Framework also seeks to achieve the objectives of the UN Agenda 2030 (SDGs) and Africa Union Agenda 2063.
2022	0.9722	0.3885	YouStart dwumadie yi bɛboa wɔn a afei na wɔahyɛ wɔn ankasa nnwuma ase no ama wɔanya sika, anya mimdeɛ, anya nsaanodwuma ho nteteeɛ ne nkanyan de afiri wɔn ankasa nnwuma ase ama akɔ nkan.	The YouStart will support young entrepreneurs to gain access to capital, training, technical skills, and mentoring to enable them launch and operate their own businesses.
2022	0.9717	0.6459	Afei yɛbɛwie akwan a ɛka nkuro akɛseɛ bɔ mu kwansini aduɔson enum (75km), deɛ ɛkɔ baabi a mfudeɛ firi ba kwansini ɔha aduonum (150 km) ne kurom akwan kwansini aduasa (30 km) ho dwumadie.	Rehabilitation works on 75km of trunk roads, 150km of feeder roads and 30km of urban roads will also be undertaken.
2022	0.9702	0.2551	Sikasɛm ne agyapadeɛ ahodoɔ a Aban hwɛ so ma ɔmanfoɔ no nyinaa ka yei ho.	This may include the responsibility for money or other properties that Government holds in trust.
2022	0.9692	0.3312	Yei nyinaa botaeɛ ne sɛ ɛbɛboa ahyɛ atenaeɛ a agyigya wɔ asuo ho no na ate ɔhaw a nnipa dwumadie de aba asuo ahodoɔ no ho no so.	This is to restore degraded buffers around the river bodies and reduce the negative impact of human activities on the water bodies.
2022	0.9683	0.1177	Saa ɔfa yi da dwuma a Aban adi wɔ ɔman yi asoɛeɛ ahodoɔ no mu wɔ afe 2021 mu ne dwuma a ɔbɛdi wɔ afe 2022 mu no adi.	This section highlights the performance of Government in key areas and sectors of the economy in 2021, as well as programmes and activities for implementation in 2022.
2022	0.9678	0.2440	Sikasɛm Nhyehyɛeɛ ho Anammɔntuo ne Dwumadie ho Sikapɛ 7. Sika dodoɔ a Aban de dii dwuma boroo so ma ɛka a ɛbaa so yɛ ɔpepepem aduasa mmiɛnsa ne ɔpepem aduɔwɔtwe nsia (GH¢33.86 billion) a ɛyɛ ɔman yi mu adwadeɛ mu ɔha mu nkyɛmu nson ne akyire pɔ nson (7.7% of GDP) a na anka ɛsɛ sɛ ɛyɛ ɔpepepem aduasa mmienu ne ɔpepem aduonum nwɔtwe (GH¢32.58 billion) a ɛyɛ ɔman yi mu adwadeɛ mu ɔha mu nkyɛmu nson ne akyire pɔ ɛnan (7.4% of GDP).	Government's fiscal operations resulted in a cash deficit of GH¢33.86 billion (7.70 of GDP), compared to the revised target of GH¢32.58 billion (7.40 of GDP).
2022	0.9658	0.1972	Mfuo-so-nsuguguo ho dwumadie afoforɔ bi nso ne deɛ ɛwɔ Tamne a ɛwɔ Atifi Apueeɛ Mantam ne Mprumem a ɛwɔ mfinimfini Mantam mu no a sɛ yɛwie a ɛbɛma mfuo-sonsuguguo de nsuo akɔ asase hɛkta ahasa aduɔson enum so de agugu ɛmo ne atosodeɛ mfuo so.	Other Irrigation projects at Tamne in the Upper East Region and Mprumem in the Central Region, which will provide a total of 375ha for rice and vegetable production, were also completed.
2022	0.9658	0.1830	"Aban ne wɔn a wɔdi akotene wɔ nwomasua mu no dii nsawɔsoɔ nam so pɛɛ ɛkwan pa a yɛbɛfa so abue sukuu wɔ afe 2021 mu. Yɛmaa sukuu ahodoɔ nyinaa ""tɛmomita-(deɛ wɔde hwɛ hunu obi ho hyeɛ no) sɛdeɛ wɔde bɛhunu asukuufoɔ no ne adekyerɛfoɔ no ho hyeɛ."	Government collaborated with stakeholders to implement measures for the safe reopening of schools in January 2021. All schools were provided with infra-red thermometers to monitor the temperature of pupils, students and staff.
2022	0.9648	0.1591	Aban ani da ɛkwan sɛ sika dodoɔ a yɛbɛgyegye no bɛgyina ɛtoɔtua ho nokorɛdie, sikagyegyeɛ ho nhyehyɛeɛ mu nsakraeɛ ne ɛtoɔtua nhyehyɛeɛ ho ntotoeɛ pa so.	The resource mobilisation for 2022 is expected to be impacted by improvements in tax compliance, reforms in revenue administration, as well as tax policy measures.
2022	0.9644	0.4152	Aban bɛma Botaeɛ 111 (Agenda 111 Project) no ho anammɔntuo akɔ ntɛmntɛm a emu no, yɛbɛsisi mansini ayaresabea dodoɔ ɔha ne baako (101 district hospitals), mantam ayaresabea nson (7 regional hospitals) ɛnna adwenemhaw ayaresabea mmiɛnsa (3 psychiatric hospitals).	” 81. Government will accelerate the implementation of the Agenda 111 Project comprising 101 district hospitals, seven regional hospitals and three psychiatric hospitals.
