anchor_sim	qe_score	twi	english
0.3473	0.0024	Megyina Ɔmanpanin Nana Addo Danquah Akuffo-Addo anan mu hyɛ Ghanafoɔ nyinaa bɔ sɛ Aban reyɛ nhyehyɛeɛ ahodoɔ a ɛbɛboa ama nneɛma a ɛma ɔman sikasɛm gyina yie no ase atim na ama ɔman sikasɛm asane apagya, yɛatumi anya sika agu ɔman fotoɔ mu, yɛde aban nnwuma mu nsakraeɛ ho anammɔntuo adi dwuma, yɛatrɛ abɛɛfo mfidie ne dwumadie ho akwanhodoɔ mu, yɛate amannɔne nneɛma a ɛho nhia a yɛkra ba ɔman yi mu no so, yɛayɛ adwadeɛ a yɛde kɔ amannɔne dodoɔ, yɛatrɛ ɔman yi mu adwadeɛyɛ nnwuma mu a wɔbɛyɛ adwadeɛ a yɛkra firi amannɔne no bi wɔ ɔman yi ara mu na afei yɛabɔ mmɔborɔwafoɔ ne wɔn a wɔayi wɔn totwene wɔ asetenam no ho ban.	Nana Addo Danquah Akuffo-Addo, I want to assure all Ghanaians that Government is putting in place polices that will reset the economy and restore macroeconomic stability, raise significant revenues, implement structural and public reforms, expand digital and physical infrastructure, reduce nonessential imports, promote exports, expand local production of import substitute, and protect the vulnerable and socially excluded.
0.3137	0.9531	Osuahunu a yɛanya afiri tebea a yɛwɔ mu saa ɛberɛ yi mu no ama yɛahunu sɛ ɛhia pa ara sɛ yɛyɛ nsakraeɛ de sesa ɔman yi sikasɛm na ɛtumi gyina afebɔɔ.	The lessons we have learnt as a country from this period have made it necessary for us to permanently restructure and transform our economy and build resilience.
0.2692	0.9736	Yɛbɛsane agyina yɛn nan so.	We will come out of this stronger.
0.3747	0.9707	Awurade bɛka yɛn ho na wama yɛn ahoɔden a yɛde bɛtu anammɔn yi.	The Lord will uphold us and grant us strength to do this.
0.4977	0.9258	Ɔsoafoɔ a ɔhwɛ Sikasɛm so 9 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ NNIANIMU 1. Afe 2023 Ɔman Mma Sikasɛm Nhyehyɛeɛ yi yɛ dwuma a Aban dii wɔ 2022 mu no ho tɔfabɔ ne sika dodoɔ a Aban hwɛ anim sɛ ɔbɛnya de atu ne nhyehyɛeɛ ne ne dwumadie ahodoɔ ho anammɔn wɔ afe 2023 mu.	Addition” 1 | Government of Ghana - 2023 Citizens’ Budget INTRODUCTION 1. The 2023 Citizen’s Budget is a summary of what Government achieved in 2022 and how much it intends to collect and utilise its revenues to implement policies and programmes.
0.3964	0.7456	Asɛntire a ɛda Ɔman Mma Sikasɛm Nhyehyɛeɛ yi so ne “Yɛreka abom adi dwuma de Mpontuo ne Adwadeɛyɛ asane ama ahoɔden aba Ɔman Sikasɛm mu na yɛama aseɛ atim”.	The theme of the budget is “Restoring and Sustaining Macroeconomic Stability and Resilience for Inclusive Growth & Value Addition”.
0.3568	0.6992	Mfeɛ a abɛsene korɔ no, ɛrekame ayɛ sɛ Sikasɛm Nhyehyɛeɛ foforɔ biara a yɛbɛyɛ no, yɛhyehyɛ mpontunnwuma foforɔ a yɛbɛyɛ wɔ mu a, yɛyi yɛn ani firi deɛ ɛrekɔ soɔ no so.	Over the years, every new budget invariably contains a host of new projects to be initiated at the expense of ongoing projects.
0.3764	0.4946	Ɛnyɛ ahokyere nko ara na saa tebea no de ba yɛn sikasɛm so na mmom ama ɔman yi da so tua ɛka wɔ mpontunnwuma ho a ama mpontunnwuma ho ɛka akɔ soro pa ara ɛsiane sɛ ɛka a anka ɛsɛ sɛ yɛtua a yɛatu ahyɛ ɛda no wɔ nsiho wɔ ho a, ɛno nso kɔ soro.	This does not only put pressure on our finances but has also historically resulted in payment of arrears which raise the overall cost of projects as the deferred payments attract interest cost.
0.1795	0.9771	Afe 2023 mu no, Aban bɛyɛ nhyehyɛeɛ ne dwumadie afoforɔ, nanso yɛbɛhwɛ sɛ ɛbɛyɛ yɛn asɛnhia na yɛawie mpontunnwuma ahodoɔ a ɛrekɔ soɔ no nyinaa.	In 2023, Government will implement new policies and programmes, but will also encourage the culture of completing all existing projects.
0.4406	0.4272	10 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ SƐDEƐ ƆMAN SIKASƐM YƐƐ WƆ AFE 2022 MU	Addition” 2 | Government of Ghana - 2023 Citizens’ Budget ECONOMIC PERFORMANCE FOR 2022
0.6762	0.0692	Sɛdeɛ na Ɔman sikasɛm mu mpontuo nnyinasoɔ no teɛ 4. Afe 2022 mu Sikasɛm Nhyehyɛeɛ mu Nsakramu a yɛyɛɛ no afe no mfinimfini (Mid-Year Fiscal Policy Review) no, Aban de sii n’ani so sɛ ne nsa bɛka ɔman sikasɛm mpontuo nnyinasoɔ a ɛdidi soɔ yi wɔ afe 2022 mu: i.	Macroeconomic Performance 4. During the 2022 Mid-Year Fiscal Policy Review, Government set the following macroeconomic targets for 2022: i.
0.7495	0.6172	Ɔman yi mu adwadeɛ nyinaa kankorɔ ɔha mu nkyɛmu mmiɛnsa ne akyire pɔ nson (Overall Real GDP growth of 3.7 percent); ɛnan akyire pɔ mmiɛnsa (Non-Oil Real GDP Growth rate of to 4.3 percent); iii.	Overall Real GDP growth of 3.7 percent; ii. Non-Oil Real GDP Growth rate of to 4.3 percent; iii.
0.6570	0.8853	Afe awieeɛ nneɛma boɔ-sorokɔ ɔha mu nkyɛmu aduonu nwɔtwe ne akyire pɔ enum (End-period inflation of 28.5 percent); iv.	End-period inflation of 28.5 percent; iv.
0.7308	0.9111	Sika a yɛbɛdi aboro deɛ yɛwɔ so- ɔha mu nkyɛmu nsia ne akyire pɔ nsia (Overall fiscal deficit of 6.6 percent of GDP); v.	Overall fiscal deficit of 6.6 percent of GDP; v.
0.6868	0.8330	Sika dodoɔ a ɛsɛ sɛ ɛka yɛn fotoɔ mu - ɔha mu nkyɛmu hwee ne akyire pɔ ɛnan (Primary surplus of 0.4 percent of GDP); ɛnna vi.	Primary surplus of 0.4 percent of GDP; and vi.
0.2331	0.8906	Amannɔne Sika Dodoɔ a ɛsɛ sɛ yɛnya de kra nneɛma bɛyɛ abosome mmiɛnsa ne ɛfa.	Gross International Reserves sufficient to cover at least three and half months of imports of goods and services
0.6987	0.4128	Amaneɛbɔ a ɛfa ɔman sikasɛm gyinapɛn ho a ɛfiri Ɔpɛpɔn kɔsi Ɛbɔ awieeɛ wɔ afe 2022 mu no kyerɛ sɛ ahokyere a ɛrekɔ so wɔ ewiase afanan ne ɔman yi mu no ho nsunsuansoɔ gu so redi ɔmanfoɔ nya.	Available data on the performance of the economy from Jan-Sept 2022 highlight the continued adverse effect from the challenging global and domestic environment.
0.3527	0.8950	Tebea yi farebae ne ɔman yi sika mu duru a kɔ ara na ɛrekɔ fam, nneɛma-boɔ-sorokɔ, ɛka a ɛremene ɔman yi, sikasɛm ho ahohyɛsoɔ a ɛnkɔ yie ne amannɔne sikasɛm a ɛno nso nkɔ yie. Yeinom nyinaa de ɔhaw abɛto yɛn so a ɛmfa ho ne nhyehyɛeɛ a Aban de agu akwan mu.	These developments have manifested through rapid exchange rate depreciation, high inflation, unsustainable debt service burden, fiscal stress and external sector shocks despite the monetary and fiscal policy interventions instituted by Government.
0.6920	0.0036	Amanneɛbɔ a ɛfa ɔman yi sikasɛm gyinapɛn ho firi Ɔpɛpɔn kɔsi Ɛbɔ wɔ afe 2022 mu no na ɛdidi soɔ yi: i.	The provisional economic performance from Jan-Sept 2022 is presented as follows: i.
0.3994	0.0010	Ɔman yi mu adwadeɛ nyinaa kankorɔ kɔduruu ɔha mu nkyɛmu hwee ne akyire pɔ ɛnan wɔ afe 2022 mu wɔ abosome nsia a ɛdi kan no a wode toto afe 2021 wɔ ɛberɛ korɔ no ara ho a na ɛyɛ ɔha mu nkyɛmu mmiɛnsa ne akyire pɔ nkron;	Real GDP growth averaged 4.0 percent year-on-year for the first half of 2022 compared with 3.9 percent during the same period in 2021; ii.
0.6502	0.9521	Nneɛma-boɔ-sorokɔ firi ɔha mu nkyɛmu aduasa mmiɛnsa ne akyire pɔ nkron wɔ Ɔsanaa bosome mu (33.9 percent in August) ne ɔha mu nkyɛmu aduasa nson ne akyire pɔ mmienu wɔ Ɛbɔ bosome mu (37.2 percent in September) kɔduruu ɔha mu nkyɛmu aduanan ne akyire pɔ ɛnan wɔ Obubuo bosome (40.4 percent in October) mu wɔ afe 2022 mu a ne farebae ne nnuane ne nneɛma afoforɔ boɔ a ɛkɔɔ soro; iii.	Headline inflation accelerated to 40.4 percent in October 2022 from 37.2 percent in September and 33.9 percent in August, driven by both food and non-food prices increases; iii.
0.5619	0.0292	Sika dodoɔ a yɛbɛhia de asɔ yɛn sika soɔ kɔɔ soro ɔha mu nkyɛmu nson ne akyire pɔ ɛnan (Overall budget deficit on cash basis was 7.4 percent of GDP) a na deɛ yɛde asi yɛn ani so yɛ ɔha mu nkyɛmu nsia ne akyire pɔ mmienu (target of 6.2 percent of GDP), ɛnna afei sika dodoɔ a yɛadi aboro so yɛ ɔha mu nkyɛmu mmienu (primary deficit was 2.0 percent of GDP) a na deɛ yɛde asi yɛn ani so nso yɛ ɔha mu nkyɛmu baako (against a target of a deficit of 1 percent of GDP).	Overall budget deficit on cash basis was 7.4 percent of GDP against the target of 6.2 percent of GDP, and the Addition” 3 | Government of Ghana - 2023 Citizens’ Budget corresponding primary deficit was 2.0 percent of GDP against a target of a deficit of 1 percent of GDP.
0.6664	0.3379	Deɛ ɛmaa yɛdii sika boroo so ne sɛ yɛtuaa ɛka bebree a na aka mu firi afe 2021 mu ne mfeɛ bebree nso a abɛsene korɔ ne mmerɛ a yɛwɔ mu yi seesei nso mu ɛka; iv.	A key driver of the cash-basis fiscal deficit is the payment of sizeable outstanding payments from 2021 and earlier years in addition to current year expenses; iv.
0.1466	0.6860	Ɛka a Ɔman no de a wode ba adwadeɛ nyinaa mu ɔha mu nkyɛmu a, ɛyɛ aduɔson enum ne akyire pɔ nkron wɔ Ɛbɔ bosome mu wɔ afe 2022 mu, a na ɛyɛ ɔha mu nkyɛmu aduɔson nsia ne akyire pɔ nson wɔ Ɔpɛnimma bosome mu wɔ afe 2021 mu, na yei farebae ne nsunsuansoɔ a ɛfiri yɛn sika mu duru a ɛrekɔ fam no enti; v.	The Public Debt-to-GDP ratio stood 75.9 percent at the end of September 2022, down from 76.7 percent at the end of December 2021, mainly due to the impact of the currency depreciation; v.
0.2347	0.9150	Amannɔne Sika Dodoɔ a ɔman no wɔ kɔduruu Amɛrika sika ɔpepem ahanum aduɔkron baako ne akyire pɔ mmienu wɔ Ɛbɔ bosome awieeɛ a ɛbɛtumi akra nneɛma abosome mmienu ne nna nkron wɔ afe 2022 mu na ɛyɛ Amɛrika sika ɔpepem nkron ahansia ne aduɔkron enum ne akyire pɔ mmienu wɔ Ɔpɛnimma bosome awieeɛ wɔ afe 2021 mu a na ɛbɛtumi akra nneɛma abosome ɛnan ne nnansa; ɛnna afei vi.	Gross International Reserves stood at US$6,591.8 million, equivalent to 2.9 months of imports cover at the end of September 2022, down from a stock position of US$9,695.2 million (equivalent to 4.3 months imports cover) at the end of December 2021; and vi.
0.2307	0.7480	Ghana sika no ahoɔden wɔ Amɛrika sika mu no so tee ɔha mu nkyɛmu aduonum ɛnan ne akyire pɔ mmienu a na ɛyɛ ɔha mu nkyɛmu ɛnan ne akyire pa baako pɛ wɔ Ɔpenimma bosome awieeɛ wɔ afe 2021 mu, Saa ara nso na Ghana sika no ahoɔden wɔ Enyiresi sika mu no nso tee ɔha mu nkyɛmu aduanan nwɔtwe ne akyire pɔ 12 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ enum a na ɛyɛ ɔha mu nkyɛmu mmiɛnsa ne akyire pɔ baako pɛ wɔ Ɔpɛnimma bosome awieeɛ wɔ afe 2021 mu.	The Ghana cedi depreciated cumulatively by 54.2 percent against the US Dollar compared to a cumulative depreciation of 4.1 percent at the end of December 2021. Similarly, the Ghana cedi depreciated cumulatively by a 48.5 percent against the British Pound compared to 3.1 percent at the end of December 2021
0.4859	0.2131	13 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ SIKA A ƐBAA ƆMAN FOTOƆ MU NE DWUMA A YƐDE DII WƆ AFE 2022 MU 6. Abosome nsia wɔ afe 2022 mu no, yɛyɛɛ Sikasɛm Nhyehyɛeɛ mu Nsakramu faa sikasɛm nhyehyɛeɛ mu ɛsiane sɛ na ewiase sikasɛm ne ɔman yi mu sikasɛm ayɛ basaa.	Addition” 4 | Government of Ghana - 2023 Citizens’ Budget PERFORMANCE OF REVENUE AND EXPENDITURE IN 2022 6. The 2022 Mid-Year Fiscal Policy Review revised the 2022 fiscal framework against the background of unfavourable global and domestic developments.
0.6884	0.0041	Amaneɛbɔ a ɛfa Aban sikasɛm ho anammɔntuo a ɛfiri Ɔpɛpɔn kɔsi Ɛbɔ wɔ afe 2022 mu no kyerɛ sɛ sika a ɛba aban fotoɔ mu so ate koraa na mmom dwuma a yɛde sika die no deɛ ɛgu so kɔ so wɔ saa ɛberɛ korɔ no ara mu.	Provisional data on Government fiscal operations for January – September 2022 show shortfalls in revenue performance while expenditures were largely on track vis-à-vis the periodic target.
0.5040	0.9565	SIKA A ƐBAA ƆMAN FOTOƆ MU 8. Sika dodoɔ a ɛbaa aban fotoɔ mu ne deɛ wɔde kyɛɛ ɔman no kɔsii ɔpepem aduosia enum, ahasa ne aduɔkron nkron a ɛyɛ ɔman mu adwadeɛ nyinaa ɔha mu nkyɛmu dubaako (GH¢65,399 million - 11.0 percent of GDP), a na deɛ ɛsi ani soɔ sɛ nsa bɛka yɛ ɔpepem aduosia nson , ahasa ne nson a ɛyɛ ɔman mu adwadeɛ nyinaa mu aha mu nkyɛmu dubaako ne akyire pɔ ɛnan (GH¢67,307 - 11.4 percent of GDP) na wode toto saa ɛberɛ korɔ no ara ho wɔ afe 2021 mu a, yɛn nsa kaa ɔpepem aduanan nkron, ɔha ne nwɔtwe a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu edu ne akyire pɔ nson (GH¢49,108 million (10.7 percent of GDP).	Revenue Performance 8. Total Revenue and Grants amounted to GH¢65,399 million (11.0 percent of GDP), compared with the target of GH¢67,307 (11.4 percent of GDP) and the GH¢49,108 million (10.7 percent of GDP) recorded in the corresponding period in 2021.
0.6486	0.9961	Sɛ yɛde Sika Dodoɔ ankasa a ɛbaa fotoɔ mu toto deɛ yɛde sii yɛn ani so sɛ yɛbɛnya no ho a, na ɛda adi sɛ sika no so tee ɔpepem baako, ahankron ne nkron anaa ɔha mu nkyɛmu mmienu ne akyire pɔ nwɔtwe (GH¢1,909 million or 2.8 percent) ne sikasɛm mu mpontuo ɔha mu nkyɛmu aduasa mmiɛnsa ne akyire pɔ mmienu (33.2 percent).	Compared to the target for the period, the outturn for Total Revenue and Grants represented short fall by GH¢1,909 million or 2.8 percent and a year on-year growth of 33.2 percent.
0.4000	0.9141	Sika nkamu yi a yɛn nsa anka no firi sika ahodoɔ a ɛsɛ sɛ ɛba wɔ ɔman no nkorabata ahodoɔ no mu a antumi amma no enti.	The shortfall in revenue stemmed from the less robust performance recorded in all the revenue types.
0.3378	0.3208	Sika ahodoɔ a ɛbaa fotoɔ mu firi Ɔpɛpɔn kɔsi Ɛbɔ awieeɛ wɔ afe 2022 mu no na yɛakyerɛ mu wɔ ɔha mu nkyɛmu mu wɔ hyehyɛpono 1 so no.	The percentage collection of the various revenue types for Jan- Sept 2022 is shown in figure 1.
0.4929	0.7378	14 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ Hyehyɛpono 1: Sika a ɛbaa fotoɔ mu firi Ɔpɛpɔn-Ɛbɔ wɔ 2022 mu ho tɔfa	Addition” 5 | Government of Ghana - 2023 Citizens’ Budget Figure 1: Summary of 2022 Jan-Sept Revenue Performance
0.5392	0.9502	DWUMA A YƐDE SIKA DIIƐ 11. Sika dodoɔ a Aban de dii dwuma a ɛka a yɛde dada ne sika afoforɔ bi ka ho bie kɔduruu ɔpepem ɔha ne nkron, ahanan ne aduonu baako a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu dunwɔtwe ne akyire pɔ enum (GH¢109,421 million -18.5 percent of GDP), na yei boroo sika dodoɔ ɔpepem ɔha ne mmiɛnsa, ahankron aduɔkron mmienu (GH¢103,992 million) a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu dunson ne akyire pɔ nsia (17.6 percent of GDP) a ɛyɛ sika dodoɔ a yɛde sii yɛn ani so sɛ yɛde bɛdi dwuma no so ɔha mu nkyɛmu enum ne akyire pɔ mmienu.	Expenditure Performance 11. Total Expenditure (including arrears clearance and discrepancy) for the period amounted to GH¢109,421 million (18.5 percent of GDP), marginally above the target of GH¢103,992 million (17.6 percent of GDP) by 5.2 percent.
0.2484	0.9897	Dwumadie ho sika a ɛboroo soɔ kakra no farebae ne Nsiho ne Sika a yɛtua ma Aban Nwumakuo ahodoɔ.	The marginal increase in expenditures was largely on account of expenses on Interest Payments and Grants to Other Government Units.
0.1838	0.0006	Non-Oil Tax Revenue, 68% Non-Oil Non- TaxRevenue Oil and Gas … Sika afodorɔ, Sika akyɛdeɛ,	The breakdown of the payment by the various expenditure lines is shown in Figure 2.
0.1770	0.5195	15 | Ghana Aban – 2023 Ɔman Mma Sikasɛm Nhyehyeɛ 12. Dwuma a yɛde sika dii na yɛakyerɛ mu wɔ hyehyɛpono 2 so no.	Non-Oil Tax Revenue, Non-Oil Non- TaxRevenue Oil and Gas … Other Revenue, Grants, 1%
0.4304	0.9897	SIKASƐM HO DWUMADIE AHODOƆ 13. Aban sikasɛm ho dwumadie wɔ ɛberɛ a yɛreka ho asɛm yi mu no kɔsii sɛ yɛdii sika boroo deɛ na yɛde asi yɛn ani soɔ no so. Sika a yɛdi boroo soɔ no kɔsii ɔpepem aduanan ɛnan ne aduonu mmienu a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu nson ne akyire pɔ ɛnan (GH¢44,022 million - 7.4% of GDP) a na deɛ yɛde asi yɛn ani so sɛ yɛde bɛdi dwuma no yɛ ɔpepem aduasa nsia, ahansia ne aduɔwɔtwe ɛnan a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu nsia ne akyire pɔ mmienu (GH¢36,684 million - 6.2% of GDP).	Addition” 6 | Government of Ghana - 2023 Citizens’ Budget Figure 2: Summary of Jan-Sept 2022 Expenditure Performance Financing Operations 13. Government’s fiscal operations for the period resulted in an overall budget deficit of GH¢44,022 million (7.4% of GDP), against a target of GH¢36,684 million (6.2% of GDP).
0.3737	0.8306	Yɛnyaa sika a na yɛbɛhia asɔ yɛn sika soɔ dodoɔ no ara firii ɔman yi mu.	The deficit was primarily financed from domestic sources.
0.6539	0.0959	Amannɔne ɛka nso a yɛtuaa no kɔduruu ɔpepem nsia, ahanum ne aduasa baako a ɛyɛ ɔman mu adwadeɛ nyinaa mu ɔha mu nkyɛmu baako ne akyire pɔ baako (GH¢6,531 million - 1.1% of GDP).	Foreign financing for the period amounted to a net repayment of GH¢6,531 million (1.1% of GDP).
