anchor_sim	qe_score	twi	english
0.7580	0.9902	Nana Addo Dankwa Akufo-Addo (Obenem 2021- Ɔman Gyinaberɛ Ho Anodisem)	H.E. Nana Addo Dankwa Akufo-Addo (March 2021- State of the Nation Address)
0.4063	0.8525	4 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee Asentire: “Yebewie dwumadie ama ases atim na yzatoa des aka so nam so akanyan sman sikasem”	V | Government of Ghana - 2021 Citizens’ Budget MESSAGE FROM THE MINISTER FOR FINANCE
0.7166	0.0580	Ɔpenimma bosome mu wɔ 2020 mu no, Ghanafoɔ too aba maa Ɔmanpanin Nana Addo Dankwa Akufo-Addo bio sɛ ontoa adwuma pa a reyɛ no so na nyɛ nnepa bebree nka dees reyɛ no ho.	The good people of Ghana in December 2020 voted to retain H.E. the President, Nana Addo Dankwa Akufo-Addo for another term to continue the good work and do more.
0.2576	0.9097	Ɛnyɛ ades a ystoto awerehyem a Ghanafoɔ anya wɔ saa aban yi mu no ase koraa.	The confidence reposed in this Government by our fellow Ghanaians is one we do not take for granted.
0.3381	0.9331	2021 Sikasɛm Nhyehysee yi yɛ Sikasɛm Nhyehyeses a ɛyɛ sononko koraa ɛsiane sɛ ebetoto yɛn Sikasɛm yie na aboa abɔ ɔmanfoɔ ho ban, ebekanyan nnwuma a wɔwɔ haw mu na afei aboa yɛn ama yɛde yɛn ahoɔden adi dwuma de ama Ghanaman asane asi ne mpontuo ɛkwan so wo ɛberɛ a COVID-19 yadeɛ kontonkurowi ano abrɛ ase yi akyi. Saa Sikasɛm Nhyehysee yi gyina yɛn anisoadehunu sɛ yɛpɛ sɛ yesesa Ɔman yi na ɛyɛ Ɔman a ɛde ne ho wɔ sikaskm mu no so.	The 2021 Budget is a landmark budget that reorganises our public finances to protect lives, revitalise troubled businesses, and consciously focus our energies on building back a better Ghana, post COVID-19. The Budget is anchored on our vision transforming this country and build a self-sustaining economy.
0.3554	0.3350	Mfeɛ ɛnan a ɛdi kan no, yɛnam akwanhodoɔ so ayɛ nhyehysee sɛ Ɔman yi bɛsane agyina ne nan so wo Sikasɛm mu. Nhyehyses ahodos yi ne deɛ sebema nnwuma abu so, akwanhodo» a ysfa so nya sika gu ɔman Fotoɔ mu, anammɔntuo ahodoɔ a ama nnwuma atu mpon, ankorankorɛ nnwuma mu mmoa ne asetenam mpontuo ho mmoa a yɛde maa mmoborowafoo.	For most part of the first term, we have put the economy back on track, through a series of carefully planned programmes of macroeconomic adjustments, introduced revenue-enhancing measures, implemented growth-inducing interventions, supported the private sector, and rolled out social intervention programmes.
0.3735	0.0037	Afe 2019 kɔɔ awiees no, na Ghanaman nam ɛkwan pa wo Sikasɛm mu mpontuo so a na nneɛma a ɛma nnwuma ne Sikasɛm tu mpɔn nyinaa di adansees, na amansan nso agye yɛn atom sɛ yɛyɛ Ɔman a yɛnam mpontuo kwan so, na ɛno mu na COVID-19 yadeɛ kontonkurowi yi bɛto hyse yɛn so.	By the end 2019, we were solidly on the path of economic transformation on the back of impressive macroeconomic indicators and international endorsement as a country on the rise, when we were struck by the COVID-19 pandemic.
0.3585	0.9414	Ewiase aman a Ghana ka ho bie nyinaa anya saa yadeɛ kontonkurowi yi ho nsunsuansoɔ bɔne no bi.	The devastating impact of this pandemic has been felt by all economies globally, including Ghana.
0.6452	0.0010	Covid-19 yadeɛ kontonkurowi yi de haw ahodovs absto yɛn so na ako atia yɛn nnwuma ne daadaa abrabɔ.	The outbreak of the Covid-19 Pandemic presented a lot of difficulties which have affected our businesses and daily livelihoods.
0.3045	0.0009	Aban ahunu sɛdeɛ saa yadeɛ kontonkurowi yi de nsunsuansoɔ bɔne abrɛ ɔmanfoo, yei enti, aban ayɛ nhyehysee ahodovs de reboa nnwuma sɛdeɛ bɛyɛ a Yɛbɛsane asi yɛn dada mu.	Government, however, has noticed with great concern the effect of the pandemic on us as a people and has initiated policies to help revive businesses and bring our lives back to normalcy.
0.3426	0.9370	Anidasoo wo ho ɛsiane sɛ yɛahunu akwan afoforɔ a yɛbɛfa so adi dwuma a ɛde akwannya bebree beba.	All hope is not lost because we have found new ways of doing things with endless possibilities.
0.3654	0.0010	Aban asi nkete sɛ ɔbɛhwɛ sɛ ɔmanfoɔ bɛnya apomuden, yei enti, wayɛ nhyehyɛeɛ sɛ Ghanani biara nwo panees ntia saa yadeɛ kontonkurowi yi sedes bɛyɛ a yɛn nyinaa bɛnya apɔmuden de ayɛ adwuma de apagya Ghanaman aduru mpempensos a yɛn nyinaa hwehwɛ no.	Government is committed to making sure we have a healthy population and as such has arranged for Ghanaians to be vaccinated to ensure that we all stay strong to build the Ghana we wish to see.
0.3888	0.0007	Yɛne mo aka abom ayɛ adwuma wɔ haw ahodoɔ nyinaa mu wɔ yɛn mpontuo anammɔn a yɛnam so yi mu, na yɛde akokoɔduru atu anammoɔn ahodoɔ sedes ɛbɛyɛ a yɛde Ɔman yi Sikasɛm bɛsane asi kankorɔ ɛkwan so.	We have partnered with you even in the midst of difficulties as part of our development process and have taken bold steps to put our economy back on track to development.
0.6819	0.9883	Seesei, Ghanafoɔ bɛyɛ ɔpepem baako ne ahanu (1.2 million) na wɔanya akwannya ko Ntoasoɔ Sukuu a sbesesa wɔn abrabo, yɛasane asiesie tebea a na ɛnyɛ wɔ sikakorabea nnwuma mu nyinaa na nnipa dodov no ara nsa aka wɔn sika a na akɔdi sikakorabea nnwuma a na aguo no nyinaa mu.	About 1.2 million Ghanaians can now have a better and quality secondary education for life, we have cleaned up the banking sector and most customers have received their savings from the collapsed banks.
0.3515	0.9375	Bio, yegasi adwumakuo a ehyehye ahyɛn wɔ yɛn ɔman yi mu na ysahunu ahyɛn a adwumakuo yi adi kan ayɛ wo ahyenton edwa ahodov ne yɛn akwan so.	Additionally, a vehicle assembling plant has been built and we have seen the first batch of assembled vehicles on our market and roads.
0.3484	0.9424	Nokwasem ne se, yɛgye tom sɛ yesahyia ɔhaw ahodoɔ wo ɛberɛ a yɛgu so rebɔ mmoɔden atu yɛn mpontuo botaeɛ ahodoɔ ho anammɔn no.	We honestly admit that we faced some challenges as we tried to promote our development goals.
0.3939	0.0020	Aban ani abere pa ara reyɛ nhyehyesee ahodoɔ de ape saa haw ahodoɔ yi nnannuaguberɛ sedes bye a ɛde ahoto bebre nnwumakuo.	Government is earnestly putting measures in place to solve these problems and bring relief to businesses.
0.5378	0.0007	Ebi ne se, bosome Kotonimma mu wo afe 2020 mu no, yɛde Ghana sika sidi oọpepem ahanson ne aduonum (GH¢750 million) boaa nnwuma nketewa, adantam ne akesee2 ne afoforɔ bi wo dwumadie a yɛato edin sɛ “CAP-BuSS” Dwumadie no mu.	For instance, we rolled-out the GH¢750 million CAP-BuSS Programme in May 2020 and this has provided support to Micro, Small and Medium-Sized Enterprises (MSMEs) and many others.
0.3755	0.9961	Seesei dee, ɛho akɔhia pa ara sene ɛberɛ a abɛsene koro no sɛ yesoso yɛn nsa na yeka bom toa so tu akokoɔduru anammɔn ahodov a bɛma yɛn nsa aka mpontuo a yɛrepɛ ama yɛn ho no.	Like never before, we are called to join hands and develop our nation by continuing the implementation of the bold initiatives to achieve development for all.
0.4059	0.9819	Anyɛ bie koraa no, yɛahyɛ bo wo Ɔman Bɔhyhensem no mu sɛ yɛde yɛn ahoɔden ne yɛn akoma nyinaa bɛyɛ Ghana adwuma.	After all, we pledged ourselves to the service of Ghana with all our strength and with all our heart.
0.3418	0.9619	Onyankopɔn nhyira yɛn nyinaa.	May God bless us all.
0.2777	0.8921	1. 2021 Ɔman Mma Sikasɛm Nhyehysee yi yɛ dwumadie a Aban dii no ne sika dodos a Aban de asi n'ani so sɛ ɔbɛnya de atu ne nhyehysee ne dwumadie ahodoɔ ho anammɔn wo 2021 mu no nyinaa ho tofabo. Asɛntire a ɛda saa Sikasɛm Nhyehysee yi so ne sɛ “Yebewie dwumadie ama asees atim na yzatoa des aka so nam so akanyan ɔman sikasem”.	1 | Government of Ghana - 2021 Citizens’ Budget INTRODUCTION The 2021 Citizen’s Budget is a summary of what Government achieved in 2020 and how much it’s intends to collect in revenues to implement policies and programmes in 2021. The theme of the 2021 Budget is “Completion, Consolidation, and Continuation”.
0.3380	0.0588	Sikasɛm Nhyehyɛeɛ yi kuta saa Asɛntire yi ɛsiane sɛ mmerɛ dodos a atwam no, na afe biara mu Sikasɛm nhyehysese wo dwumadie afoforɔ bebree a Aban pɛ sɛ ɔtu ho anammon, wo ɛberɛ a dwumadie a rekɔ so bebree wɔ ho a ɛho dwumadie nwiee peys.	This theme is underpinned by the fact that over the years every new Budget invariably contains a host of new projects to be initiated at the expense of ongoing projects.
0.3286	0.5835	Ɛba saa a, ɛnyɛ yɛn Sikasɛm nko ara na ɛtɔ ape, na mmom ɛka bebree beda yɛn so a Ebi mpo wo hɔ a, yentumi ntua akontratafoo a wɔayɛ wɔn adwuma awie no ntɛm so.	Not only does this put pressure on our finances, but has also historically resulted in payments arrears, with many contractors not being paid on time for work done.
0.3147	0.0007	Yei ma dwumadie ahodovs ho ska no ko soro dodo ɛsiane sɛ yɛtua nsiho wo dwumadie biara a ɛsɛ sɛ yɛtua ho ɛka a yɛatu ahyɛ ɛda no ho.	This raises the overall cost of projects as the deferred payments attract interest cost.
0.1910	0.9565	Afe 2021 yi mu no, Aban asi gyinaeɛ sɛ ɔbetwa sa foforɔ ato ho.	In 2021, Government plans to chart a new direction.
0.2409	0.4915	Saa ɛkwan foforɔ a Aban pɛ sɛ ɔfa so no botaeɛ ne se, ɔde tebea bi a akoye sɛ Amammerɛ bi a yehye dwumadie biara ase a na ysagyae ama aka nsensen mu no bsba awiees, ne saa enti, Aban asi nkete sɛ ɔbewie dwumadie ahodov a yenwiee no nyinaa.	The goal is to bring to an end the culture of unfinished projects by fulfilling commitments to complete existing projects.
0.6929	0.6353	SƐDEƐ Ɔman Sikasɛm YƐƐ WƆ 2020 MU	ECONOMIC PERFORMANCE FOR 2020
0.4486	0.0006	Sedes na Ɔman Sikasɛm mu mpontuo nnyinsaso»ɔ no tee 3. Deɛ ɛdidi soɔ yi yɛ sedes na Ɔman Sikasɛm tes wo afe 2020 mu:	Macroeconomic Performance Provisional data on the performance of the economy in 2020 is as follows:
0.6849	0.0006	Abosome nkron a ɛdi kan no, Ɔman no adwadeɛ nyinaa mu mpontuo no kɔ anim bɛyɛ ɔha mu nkyɛmu hwee ne akyiri pɔ (0.2 percent.) Na mmom, afe no nko awieees no na ɛsɛ sɛ ɛduru ɔha mu nkyɛmu hwee ne akyiri pɔ nkron (0.9 percent);	The first nine months of the year recorded an average overall real GDP growth rate of 0.2 percent. A GDP growth rate of 0.9 percent is expected by the end of the year;
0.6431	0.0623	Nneɛma a ɛma yɛnya sika a Fango nka ho nso kɔɔ anim wo abosome nkron a ɛdi kan no mu kɔduruu ɔha mu nkyɛmu hwee ne akyiri pɔ enan(0.4 percent), na ɛsɛ sɛ ɛduru ɔha mu nkyɛmu baako ne akyire pɔ nsia (1.6 percent) wo afe no awiees;	Non-Oil real GDP averaged 0.4 percent growth in the first nine months of the year, and is expected to end the year at 1.6 percent;
0.6291	0.0008	Na nneɛma boɔ-soroko wo bosome Ɔpenimma awieees no yɛ ɔha mu nkyɛmu edu ne akyire pɔ ɛnan (10.4 percent) a na kane na ɛgyina ɔha mu nkyɛmu dubaako ne akyiri pa hwee (11.0 percent);	End-December inflation was 10.4 percent compared to the revised target of 11.0 percent;
0.6404	0.0023	Sika dodos a na aka mu a yshia de asɔ yɛn Sikasɛm nhyehysee mu sika nyinaa so no yɛ ɔha mu nkyɛmu dubaako ne akyire pɔ nson (11.7 percent of GDP) a kane no na ɛyɛ ɔha mu nkyɛmu dubaako ne akyire pɔ ɛnan (11.4 percent of GDP);	Overall budget deficit on cash basis was 11.7 percent of GDP against a revised target of 11.4 percent of GDP;
0.6588	0.0008	Dwumadie ho ɛka a na aka a ɛsɛ sɛ yɛtua no yɛ ɔha mu nkyɛmu enum ne akyire pɔ mmiɛnsa (5.3 percent of GDP) mmom na ɔha mu nkyɛmu ɛnan ne akyire pɔ nsia (4.6 percent of GDP) na yɛde sii yɛn ani so; ɛnna	The primary balance recorded a deficit of 5.3 percent of GDP against a target deficit of 4.6 percent of GDP; and
0.4011	0.6665	Amannɔne Sika Dodoɔ a Ɔman no wo nso koɔduruu Amɛrika sika ɔpepepem nwoɔtwe ne ɔpepem nsia (US$8.6 billion) a na ɛtumi kra nneɛma bɛyɛ abosome ɛnan ne da koro.	Gross International Reserves was US$8.6 billion, the equivalent of 4.1 months of import cover.
0.4592	0.0029	Afe 2020 mu no, Aban de nhyehyses ahodos Guu apono so a ɔbɛfa so anya sika, a sika a wode bɛkyɛ ɔman no ka ho bi. Na Aban de sii náni so sɛ sika a ɔbɛnya no bɛduru Ghana sika sidi ɔpepepem aduonum mmiɛnsa ne ɔpepem nson (GH¢53.7 billion) na yei na ɔde bɛtu dwumadie ne mpontunnwuma ahodos ho anammon.	2 | Government of Ghana - 2021 Citizens’ Budget PERFORMANCE OF REVENUE AND EXPENDITUTRE IN 2020 Revenue Performance In the 2020 Budget, Government listed measures to mobilise revenue and grants of GH¢53.7 billion to implement programmes, projects, and policies.
0.3749	0.0547	Ɔpenimma bosome baa awiees wo afe 2020 mu no, na yɛn nsa aka Ghana sika dodoɔ ɔpepepem aduonum enum ne ɔpepem baako (GH¢55.1 billion) a na boro deɛ yɛde yɛn ani buu sɛ yɛbɛnya no so ɔpepepem baako ne ɔpepem enum (GH¢1.5 billion).	By the end of December 2020, a total of GH¢55.1 billion was generated, exceeding the target by GH¢1.5 billion.
0.3824	0.9546	Yei tumi baa so ɛsiane adwumaden a yɛyɛɛ wo Amannɔne Edwadie ho Etoogyegyee mu a yɛnam Amannɔne Edwadie ho Ntotoeɛ (Integrated Customs Management System -ICUMS) ho anammoɔontuo so maa yɛtumi gyegyee sika dodoo.	This was mainly due to the strong performance achieved in International Trade taxes resulting from the implementation of the Integrated Customs Management System (ICUMS) that ensured a more efficient management and collection of revenues.
0.3171	0.3440	Hyehyespono 1 yi kyerɛ sɛdeɛ na yɛn Sikasɛm tee wo mmeaees ahodos a yɛnya sika firi no wo afe 2020 mu.	Figure 1 shows revenue performance in various categories in 2020.
0.5010	0.0007	Hyehy2spono 1: Sika A Ɛbaa man Fotoɔ Mu firi Ɔpɛpɔn - Ɔpenimma wɔ 2020 mu no ho Tɔfabɔ (Ghana sika wɔ Ɔpepepem mu)	Figure 1: Summary of Revenue Performance for Jan-Dec 2020 ( in Billions of Cedis)
0.4333	0.4482	Sika dodoa Ɛtoɔ sikaa ƐEtoɔsikaa Fangone Sika afoforɔ Sika Aban nya ne ɛmfiri fango ɛmfiri fango Mframagya (ESLAne akyesdee Sika sika mu sika mu Sika SSNIT akyɛdeɛ ntetohs a ɛkɔ NHIL	Total Revenue & Grants Non-oil Tax Revenue Non-Oil Non-Tax Revenue Oil and Gas Receipt Other Revenue (ESLA & SSNIT to NHIL) Grants Rev. Budget Prov.outturn
0.4170	0.8984	Dwuma A Yɛde Sika Dii Bosome Ɔpenimma baa awieeɛ wɔ afe 2020 mu no, na Aban de Ghana sika sidi ɔpepepem ɔha baako ne ɔpepem baako (GH¢100.1 billion) adi dwuma a ɛka a na ɛwɔ ho dada ansa na Aban no reba no nso ka ho, wo ɛberɛ a, na yɛde asi yɛn ani so sɛ yɛde Ghana sika sidi 3pepepem aduɔkron nson ne ɔpepem nson (GH¢97.7 billion) na yɛde bɛdi dwuma.	3 | Government of Ghana - 2021 Citizens’ Budget Expenditure Performance By end-December 2020, Government had spent a total of GH¢100.1 billion on Expenditures (including arrears clearance), against a target of GH¢97.7 billion.
0.3821	0.6958	Bosea ho nsiho ne Ɛka afoforɔ a na ystua no dee, ammoro yɛn so.	Interest and Other Expenditure where within target.
0.1222	0.8047	Sika ahodos a yɛtuaa no wo dwumadie afoforɔ ho no nyinaa boroo des na yɛde ani abu sɛ yebestua, sɛdeɛ Hyehyɛpono 2 kyerɛ no.	All other expenditure items exceeded the 2020 targets, as seen in Figure 2. The high performance in some of the expenditure lines were due to the following, amongst others:
0.3769	0.0008	Deɛ ɛmaa sika a yɛtuaa no kɔɔ soro wo dwumadie no bi mu no ne deɛ ɛdidi soɔ yi: Apɔmuden adwumayɛfoɔ dodos a yɛfaa wɔn wɔ adwuma mu, sika a yɛtua maa apɔmuden adwumayɛfoɔ a na wɔgyina “akono” wɔ yadeɛ	Increased recruitment of health professionals, allowances to frontline health workers, and the increase in the retirement age of military officers under Compensation of Employees;
0.6945	0.0008	COVID-19 yadeɛ kontonkurowi ho ɛka afoforɔ bi a ɛfa Adwadeɛ ne Dwumadie ahodov bi ho; ɛnna	COVID-19 related spending under the Use of Goods and Services; and
0.6844	0.0010	COVID-19 yade kontonkurowi ho mpontunnees ho dwumadie a yebo ho ɛka wo Mpontunnwuma ho eska mu no.	COVID-19 related-infrastructure projects under Capital Expenditure.
0.3536	0.0173	Ɛhia sɛ yehye no nso se, Aban boɔ bosea a ɛduru Ghana sika sidi 3pepepem aduanan snan ne ɔpepem nkron (GH¢44.9 billion) de kaa sika dodos a Aban nyaees ne des wode kyse yɛn a ɛyɛ Ghana sika sidi 3pepepem aduonum enum ne ɔpepem baako (GH¢55.1 billion) no ho na ɔde tuu nneɛma ahodos no ho anammɔn wo afe 2020 mu.	It is important to note that Government borrowed an amount of GH¢44.9 billion in addition to the total revenues and grants of GH¢55.1 billion in order to implement planned expenditures in 2020.
0.5109	0.0204	Hyehyspono 2: Dwuma A Yɛde Sika Dii firi 9pepɔn kɔsi Ɔpenimma wɔ 2020 mu no ho Tɔfabɔ (Ghana Sika wɔ Ɔpepepem mu)	Figure 2: Summary of Expenditure Performance for Jan-Dec 2020 ( in Billions of Cedis)
0.2051	0.0041	"Sikasema ensisiso ""g 271 Ɛka F 1.44 Dwuma afoforsa yɛde sika Diiɛ BE 12.18 12.08 — 14.09 Mpontunnwumaho ɛka BF 9.33 Sika a wɔde maa aban nnwuma BE i 11.88 Nsiho-tua B 26.27 Adwadesne akadesgho sika E 7.39 Adwumayefos akatua m 100.53 Sika dodov a yɛde dii dwuma (ne eka... E Prov Outturn E Revised Budget"	Total Expenditure (incl. arrears… Compensation of Employees Use of Goods and Services Interest Payments Grants to Other Government Units Capital Expenditure Other Expenditure Arrears Discrepancy Prov Outturn Revised Budget
0.5600	0.0036	Bosome Ɔpenimma kɔɔ awieeɛ wo afe 2020 mu no, na ska dodov a Ɔman yi de no yɛ Ghana sika sidi oọpepepem ahanu aduɔkron baako ne ɔpepem nsia (GH¢291.6 billion) a wode ko Amɛrika sika mu a, £ye dɔla ɔpepepem aduonum ne ɔpepem nwɔtwe (US$50.8 billion), a ɛyɛ Ɔman yi mu adwadeɛ nyinaa mu ɔha mu nkyɛmu aduvɔson nsia ne 4 | Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee	4 | Government of Ghana - 2021 Citizens’ Budget Public Debt Developments for 2020 The debt stock as at end-December 2020 stood at GHȼ291.6 billion (US$50.8 billion), representing 76.1 percent of GDP.
0.3340	0.0007	Ogya-Ahoɔden (Independent Power Purchase- IPPs) ho ɛka nyinaa Yɛyi ɛka a na ɛwɔ sikakorabea ahodoɔs mu no firi ho a, na anka	This ratio includes the money Government raised to pay for the financial sector bailout and the energy sector Independent Power Purchase (IPPs) capacity charges.
0.6787	0.0006	Ɛka a yɛde wo 2020 mu wɔ Ɔman yi mu adwadeɛ nyinaa ho no yɛ ɔha mu nkyɛmu aduson baako ne akyire pɔ enum (71.5 percent of	Without the financial sector bailout, the 2020 debt stock was 71.5 percent of GDP.
0.3021	0.0008	Ɔman ska no mu nkyekyɛmu na ɛdidi soɔ yi:	The breakdown of the debt stock is as follows:
0.6063	0.1315	Amannɔne ska: Amannɔne eska a yɛde no yɛ ɔpepepem ɔha aduanan baako ne ɔpepem nson (GH¢g141.7 billion) a wode kɔ Amɛrika sika mu a, ɛyɛ dɔla ɔpepepem aduonu gnan ne ɔpepem nson (US$24.7 billion), yei yɛ ɛka dodo a yɛde no mu ɔha mu nkyɛmu aduanan nwɔtwe ne akyire pɔ nsia (48.6 percent); ɛnna	External debt: GHȼ141.7 billion (US$24.7 billion) representing 48.6 percent of the total debt stock; and
0.6031	0.9678	Ɔman yi mu eka: Ɛka a yɛde wɔ Ɔman yi mu no yɛ ɔpepepem ɔha aduanan nkron ne ɔpepem nwɔtwe (GH¢149.8 billion) a wode ko Amɛrika sika mu a, ɛyɛ dɔla ɔpepepem aduonu nsia ne ɔpepem baako (US$26.1 billion), yei yɛ ɛka dodos a yɛde no mu ɔha mu nkyɛmu aduonum baako ne akyire pɔ ɛnan (51.4 percent).	Domestic debt: GHȼ149.8 billion (US$26.1 billion) representing 51.4 percent of the total debt stock.
0.5579	0.9360	2021 Sikasɛm NHYEHYƐEƐ NE Ɔman NO Sikasɛm Nnesma a cma Ɔman Sikasɛm gyina a yɛde ani abu s£ yɛbɛnya wɔ 2021 mu	2021 BUDGET AND THE ECONOMY
0.6226	0.0006	Aban Sikasɛm ho nhyehyses ne anammɔntuo ahodo»v (stoo ne sika a yɛde di dwuma ho gyinaessie ahodoɔ) no wo nsunsuansos pa ara wo sedes yɛn Sikasɛm bɛyɛ wo animanim yi ara mu no so. 2021 Sikasɛm Nhyehyɛeɛ yi gyina nneɛma a ɛma Ɔman Sikasɛm gyina a yɛde ani abu sɛ yɛbɛnya anaa nnyinasoɔ ahodov ɛdidi soɔ yi so:	Macroeconomic Targets for 2021 Government’s fiscal policies and actions (i.e. tax and decisions on spending) affect economic performance within the medium-term.
0.1957	0.0007	Ɔman yi mu adwadeɛ nyinaa kankorɔ ɔha mu nkyɛmu enum ne akyire pɔ hwee (Real GDP growth of 5.0%);	The 2021 Budget is underpinned by the following macroeconomic targets or indicators:
0.2415	0.0007	Ɔman yi mu adwadees a Fango nka ho kankorɔ ɔha mu nkyɛmu nsia ne akyire pɔ nson (Non-Oil Real GDP growth of 6.7%);	Overall Real GDP growth of 5.0 percent; Non-Oil Real GDP growth of 6.7 percent;
0.1359	0.0008	Ɔpenimma bosome mu nneɛma boɔ-soroko- ɔha mu nkyɛmu nwɔtwe (8.0%);	End-December inflation of 8.0 percent;
0.6277	0.0009	Sika a ysadi aboro deɛ yɛwɔ so- ɔha mu nkyɛmu nkron ne akyire pɔ enum (9.5 % of GDP);	Fiscal deficit of 9.5 percent of GDP;
0.6109	0.0006	Sika dodoɔ a yesbehia de asɔ deɛ ysagyegyee so- ɔha mu nkyɛmu baako ne akyire pɔ mmiɛnsa (1.3 % of GDP); ɛnna	Primary deficit of 1.3 percent of GDP; and
0.1920	0.3328	Amannɔne Sika Dodoɔ a ɛsɛ sɛ yɛnya de kra nneɛma bɛyɛ abosome enan. 5| Ghana Aban - 2021 Ɔman Mma Sikasɛm Nhyehysee Óla	Gross International Reserves to cover not less than 4.0 months of imports of goods and services.
0.5399	0.0011	Aban ani da kwan sɛ sika dodos a ɔbɛtumi agyegye ne deɛ wode bɛkyɛ yɛn no nyinaa bɛduru Ghana sika sidi oɔpepepem aduɔson mmienu ne ɔpepem enum (GHÇ¢72.5 billion) wo 2021 mu. Sika dodoɔ a ani da kwan sɛ £beba no na ysakyerekyere mu wo Hyehyespono 3 a ɛwɔ aseɛ ha no mu no:	Resource Mobilisation for 2021 Government hopes to collect total Revenue and Grants of GH₵72.5 billion for 2021. A breakdown of the projected resources is as shown in the Figure 3:
0.5312	0.8667	Hyehyspono 3: Sika Dodoɔ A Ani Da EƐkwan Sɛ Yɛbɛnya wɔ 2021 mu no ho Tɔfabɔ (Ghana Sika wɔ Ɔpepepem mu) Sika afoforɔ (ESLA ne SSNIT	5 | Government of Ghana - 2021 Citizens’ Budget Figure 3: Summary of Revenue Projections for 2021 (in Billions of Cedis)
0.6891	0.3779	ƆMAN SIKANYA HO NHYEHYƐEƐ AHODOƆ Aban ayɛ sikanya ho nhyehysee ahodoɔ wɔ 2021 Sikasɛm Nhyehyɛeɛ yi mu a ɔnam so bɛnya sika ama mpontuo ayɛ ntemnem nam so aboa ama ysaso COVID-19 yadeɛ kontonkurowi ho nsunsuansos no ano.	REVENUE MEASURES Government has introduced a number of revenue measures in the 2021 Budget to accelerate development and mitigate the impact of the COVID-19 pandemic.
0.3737	0.0006	Sikanya ho nhyehyses ahodovs no na ɛdidi soɔ yi:	These revenue measures are as follows:
0.6845	0.0008	COVID-19 Apɔmuden Ho £to a ɛyɛ ɔha mu nkyɛmu baako a Ɛbɛkɔ Apɔmuden Nsiakyibaa Ho Ɛtoɔ no mu ɛnna VAT Ɛtoɔ nso mu ntomu ha mu nkyɛmu baako;	A COVID-19 Health Levy of a one percentage point increase in the National Health Insurance Levy and a one percentage point increase in the VAT Flat Rate;
